Sample_ID	PLATE	PRIMER	BAR_CODE_ID	Animal_ID	Breed	DOB	Initial	Days_from_birth	Sex	Hide	Mask_given1	Treat_assign1	Treat_given1	Trt_date1	Treat_group1	Mask_given2	Treat_assign2	Treatment	Trtment_date2	Treat_group2	Time	Date_swabbed	Invitro_growth	Group	infected	Ulcer_positive	Age_group	Type	Run	Missed	ELISA	Eye_sampled	Elisa_Concentration
417	5	4	321	8070F	Angus	3/3/18	6/6/18	95	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
418	5	4	322	8209F	Simmental	3/31/18	6/6/18	67	H	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out	NONE	R	NONE
419	5	4	323	8041F	Simmental	2/28/18	6/6/18	98	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	Pre IBK Treatment	Before	G1	sample_control	seq_4	Out	NONE	R	NONE
420	5	4	324	8215F	Simmental	4/3/18	6/6/18	64	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	Pre IBK Treatment	Before	G3	sample_control	seq_4	Keep	NONE	R	NONE
421	5	4	325	8061F	Angus	3/2/18	6/6/18	96	H	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
422	5	4	326	8006F	Angus	2/15/18	6/6/18	111	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	R	NONE
423	5	4	327	8102F	Angus	3/6/18	6/6/18	92	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	YES	R	0.3104754
424	5	4	328	8184F	Angus	3/22/18	6/6/18	76	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	R	NONE
425	5	4	329	8018F	Angus	2/19/18	6/6/18	107	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
426	5	4	330	8105F	Angus	3/7/18	6/6/18	91	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
427	5	4	331	8165F	Angus	3/14/18	6/6/18	84	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	R	NONE
428	5	4	332	8221F	Angus	4/6/18	6/6/18	61	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out	NONE	R	NONE
429	5	4	333	8177F	Angus	3/21/18	6/6/18	77	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	R	NONE
430	5	4	334	8123F	Angus	3/8/18	6/6/18	90	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	Pre IBK Treatment	Before	G1	sample_control	seq_4	Out	YES	R	0.308706
431	5	4	335	8135F	Angus	3/9/18	6/6/18	89	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
432	5	4	336	8182F	Angus	3/21/18	6/6/18	77	H	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	R	NONE
433	5	4	337	8001F	Angus	2/12/18	6/6/18	114	H	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
434	5	4	338	8158F	Angus	3/15/18	6/6/18	83	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	R	NONE
435	5	4	339	8236F	Simmental	4/18/18	6/6/18	49	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G4	sample_control	seq_4	Out	NONE	R	NONE
436	5	4	340	8158F_2	Angus	3/15/18	6/6/18	83	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	R	NONE
437	5	4	341	8013F	Angus	2/17/18	6/6/18	109	H	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	R	NONE
438	5	4	342	8194F	Angus	3/27/18	6/6/18	71	B	B	1	Group 1 Placebo	PlACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Keep	NONE	R	NONE
439	5	4	343	8134F	Angus	3/9/18	6/6/18	89	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
440	5	4	344	8059F	Angus	3/2/18	6/6/18	96	H	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
441	5	4	345	8088F	Angus	3/5/18	6/6/18	93	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
442	5	4	346	8152F	Angus	3/13/18	6/6/18	85	H	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	R	NONE
443	5	4	347	8083F	Simmental	3/4/18	6/6/18	94	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
444	5	4	348	8109F	Simmental	3/7/18	6/6/18	91	H	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
445	5	4	349	8096F	Simmental	3/6/18	6/6/18	92	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	R	NONE
446	5	4	350	8237F	Angus	4/19/18	6/6/18	48	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G4	sample_control	seq_4	Out	NONE	R	NONE
447	5	4	351	8003F	Angus	2/14/18	6/6/18	112	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R_Myco	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
448	5	4	352	8030F	Angus	2/24/18	6/6/18	102	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
449	5	4	353	8220F	Angus	4/5/18	6/6/18	62	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G3	sample_control	seq_4	Keep	NONE	R	NONE
450	5	4	354	8074F	Angus	3/3/18	6/6/18	95	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
451	5	4	355	8235F	Simmental	4/17/18	6/6/18	50	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G4	sample_control	seq_4	Keep	NONE	R	NONE
452	5	4	356	8002F	Angus	2/12/18	6/6/18	114	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
453	5	4	357	8090F	Angus	3/5/18	6/6/18	93	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
454	5	4	358	8117F	Simmental	3/8/18	6/6/18	90	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	BOTH	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
455	5	4	359	8111F	Simmental	3/7/18	6/6/18	91	H	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	Pre IBK Treatment	Before	G1	sample_control	seq_4	Out	YES	R	0.3231499
456	5	4	360	8032F	Simmental	2/26/18	6/6/18	100	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
457	5	4	361	8234F	Simmental	4/17/18	6/6/18	50	H	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G4	sample_control	seq_4	Out	NONE	R	NONE
458	5	4	362	8124F	Simmental	3/9/18	6/6/18	89	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	R	NONE
459	5	4	363	8132F	Simmental	3/9/18	6/6/18	89	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	R	NONE
460	5	4	364	8148F	Simmental	3/12/18	6/6/18	86	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	R	NONE
461	5	4	365	8227F	Simmental	4/11/18	6/6/18	56	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G3	sample_control	seq_4	Keep	NONE	R	NONE
462	5	4	366	8077F	Simmental	3/4/18	6/6/18	94	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	R	NONE
463	5	4	367	8079F	Simmental	3/4/18	6/6/18	94	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	R	NONE
464	5	4	368	8066F	Simmental	3/2/18	6/6/18	96	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	R	NONE
465	5	4	369	8146F	Simmental	3/11/18	6/6/18	87	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	Yes	G1	sample_control	seq_4	Keep	NONE	R	NONE
466	5	4	370	8174F	Simmental	3/20/18	6/6/18	78	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Keep	NONE	R	NONE
467	5	4	371	8129F	Simmental	3/9/18	6/6/18	89	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
468	5	4	372	8057F	Simmental	3/2/18	6/6/18	96	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	R	NONE
469	5	4	373	8159F	Simmental	3/15/18	6/6/18	83	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	R	NONE
470	5	4	374	8126F	Simmental	3/9/18	6/6/18	89	H	B	2	Group 1 Placebo	COMMERCIAL	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	R	NONE
471	5	4	375	8145F	Simmental	3/10/18	6/6/18	88	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	R	NONE
472	5	4	376	8167F	Simmental	3/19/18	6/6/18	79	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Keep	NONE	R	NONE
473	5	4	377	8120F	Simmental	3/8/18	6/6/18	90	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	R	NONE
474	5	4	378	8212F	Simmental	4/2/18	6/6/18	65	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_4	Keep	NONE	R	NONE
475	5	4	379	8122F	Simmental	3/8/18	6/6/18	90	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	R	NONE
476	5	4	380	8147F	Simmental	3/11/18	6/6/18	87	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	R	NONE
477	5	4	381	8168F	Simmental	3/19/18	6/6/18	79	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 2 (Post Perturbation- 21d)	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Keep	NONE	R	NONE
478	5	4	382	8173F	Simmental	3/20/18	6/26/18	98	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out	NONE	R	NONE
479	5	4	383	NEG_CON	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	neg_control	seq_4	Out	NONE	NONE	NONE
480	5	4	384	8082F	Simmental	3/4/18	6/26/18	114	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
481	6	1	1	8016F	Simmental	2/17/18	6/26/18	129	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
482	6	1	2	8211F	Simmental	4/2/18	6/26/18	60	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out	NONE	L	NONE
483	6	1	3	8039F	Simmental	2/27/18	6/26/18	119	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
484	6	1	4	6089	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	sample_control	seq_4	Out	NONE	NONE	NONE
485	6	1	5	8139F	Simmental	3/10/18	6/26/18	83	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep	NONE	L	NONE
486	6	1	6	8213F	Simmental	4/3/18	6/26/18	84	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out	YES	L	0.3353886
487	6	1	7	8200F	Simmental	3/29/18	6/26/18	89	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out	NONE	L	NONE
488	6	1	8	8065F	Simmental	3/2/18	6/26/18	91	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
489	6	1	9	8086F	Simmental	3/5/18	6/26/18	113	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
490	6	1	10	8050F	Simmental	3/1/18	6/26/18	117	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
491	6	1	11	8094F	Simmental	3/6/18	6/26/18	87	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
492	6	1	12	8095F	Simmental	3/6/18	6/26/18	112	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	Time 3 (Post Perturbation- 41d)	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out	NONE	L	NONE
