Sample_ID	PLATE	PRIMER	BAR_CODE_ID	Animal_ID	Breed	DOB	Initial	Days_from_birth	Sex	Hide	Mask_given1	Treat_assign1	Treat_given1	Trt_date1	Treat_group1	Mask_given2	Treat_assign2	Treatment	Trtment_date2	Treat_group2	Time	Date_swabbed	Invitro_growth	Group	infected	Ulcer_positive	Age_group	Type	Run	Missed
475	5	4	379	8122F	Simmental	3/8/18	6/6/18	90	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep
476	5	4	380	8147F	Simmental	3/11/18	6/6/18	87	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep
477	5	4	381	8168F	Simmental	3/19/18	6/6/18	79	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	2	6_6_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Keep
478	5	4	382	8173F	Simmental	3/20/18	6/26/18	98	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
479	5	4	383	NEG_CON	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	neg_control	seq_4	Out
480	5	4	384	8082F	Simmental	3/4/18	6/26/18	114	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
481	6	1	1	8016F	Simmental	2/17/18	6/26/18	129	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
482	6	1	2	8211F	Simmental	4/2/18	6/26/18	60	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out
483	6	1	3	8039F	Simmental	2/27/18	6/26/18	119	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
484	6	1	4	6089	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	sample_control	seq_4	Out
485	6	1	5	8139F	Simmental	3/10/18	6/26/18	83	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep
486	6	1	6	8213F	Simmental	4/3/18	6/26/18	84	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out
487	6	1	7	8200F	Simmental	3/29/18	6/26/18	89	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out
488	6	1	8	8065F	Simmental	3/2/18	6/26/18	91	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
489	6	1	9	8086F	Simmental	3/5/18	6/26/18	113	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
490	6	1	10	8050F	Simmental	3/1/18	6/26/18	117	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
491	6	1	11	8094F	Simmental	3/6/18	6/26/18	87	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
492	6	1	12	8095F	Simmental	3/6/18	6/26/18	112	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
493	6	1	13	8154F	Simmental	3/14/18	6/26/18	104	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
494	6	1	14	8143F	Simmental	3/10/18	6/26/18	83	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
495	6	1	15	8091F	Simmental	3/5/18	6/26/18	113	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
496	6	1	16	8128F	Simmental	3/9/18	6/26/18	109	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
497	6	1	17	8179F	Simmental	3/21/18	6/26/18	72	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Keep
498	6	1	18	8163F	Simmental	3/18/18	6/26/18	100	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
499	6	1	19	8127F	Simmental	3/9/18	6/26/18	109	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
500	6	1	20	8116F	Simmental	3/8/18	6/26/18	85	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep
501	6	1	21	8192F	Simmental	3/25/18	6/26/18	93	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
502	6	1	22	8149F	Simmental	3/12/18	6/26/18	106	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
503	6	1	23	8142F	Simmental	3/10/18	6/26/18	83	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	BOTH	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
504	6	1	24	8048F	Simmental	2/28/18	6/26/18	118	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
505	6	1	25	2146	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	sample_control	seq_4	Out
506	6	1	26	8183F	Simmental	3/22/18	6/26/18	71	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
507	6	1	27	8140F	Simmental	3/10/18	6/26/18	108	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep
508	6	1	28	8080F	Simmental	3/4/18	6/26/18	114	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	BOTH	2_3_period	Before	Before	G1	sample_control	seq_4	Out
509	6	1	29	8176F	Simmental	3/21/18	6/26/18	72	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
510	6	1	30	8214F	Simmental	4/3/18	6/26/18	84	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_4	Keep
511	6	1	31	8171F	Simmental	3/20/18	6/26/18	98	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
512	6	1	32	8155F	Simmental	3/14/18	6/26/18	79	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
513	6	1	33	8156F	Simmental	3/14/18	6/26/18	104	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Keep
514	6	1	34	8201F	Simmental	3/29/18	6/26/18	89	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_4	Keep
515	6	1	35	8019F	Simmental	2/20/18	6/26/18	101	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
516	6	1	36	8224F	Simmental	4/10/18	6/26/18	77	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out
517	6	1	37	8230F	Simmental	4/14/18	6/26/18	73	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G4	sample_control	seq_4	Out
518	6	1	38	8118F	Simmental	3/8/18	6/26/18	85	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep
519	6	1	39	8053F	Simmental	3/2/18	6/26/18	116	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
520	6	1	40	8239F	Simmental	4/28/18	6/26/18	59	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G4	sample_control	seq_4	Out
521	6	1	41	8151F	Simmental	3/13/18	6/26/18	80	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
522	6	1	42	8038F	Simmental	2/27/18	6/26/18	119	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
523	6	1	43	NEG_CON	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	neg_control	seq_4	Out
524	6	1	44	8193F	Simmental	3/26/18	6/26/18	67	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
525	6	1	45	8107F	Simmental	3/7/18	6/26/18	111	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep
526	6	1	46	8203F	Simmental	3/29/18	6/26/18	89	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out
527	6	1	47	8010F	Simmental	2/16/18	6/26/18	105	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
528	6	1	48	8161F	Simmental	3/16/18	6/26/18	102	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
529	6	1	49	8162F	Simmental	3/16/18	6/26/18	102	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
530	6	1	50	8160F	Simmental	3/16/18	6/26/18	77	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
531	6	1	51	8060F	Simmental	3/2/18	6/26/18	116	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
532	6	1	52	8052F	Simmental	3/1/18	6/26/18	117	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
533	6	1	53	8181F	Simmental	3/21/18	6/26/18	72	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	Before	Before	G2	sample_control	seq_4	Keep
534	6	1	54	8185F	Simmental	3/22/18	6/26/18	96	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	BOTH	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
535	6	1	55	8007F	Simmental	2/15/18	6/26/18	131	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
536	6	1	56	8188F	Simmental	3/23/18	6/26/18	70	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
537	6	1	57	8045F	Simmental	2/28/18	6/26/18	118	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
538	6	1	58	8058F	Simmental	3/2/18	6/26/18	116	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
539	6	1	59	8040F	Simmental	2/28/18	6/26/18	93	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
540	6	1	60	8136F	Simmental	3/18/18	6/26/18	100	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
541	6	1	61	8071F	Simmental	3/3/18	6/26/18	115	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
542	6	1	62	8190F	Simmental	3/23/18	6/26/18	70	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
543	6	1	63	8204F	Simmental	3/29/18	6/26/18	89	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out
544	6	1	64	8180F	Simmental	3/21/18	6/26/18	97	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
545	6	1	65	8085F	Simmental	3/5/18	6/26/18	88	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	Before	Before	G1	sample_control	seq_4	Out
546	6	1	66	8196F	Simmental	3/28/18	6/26/18	90	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	BOTH	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out
547	6	1	67	8164F	Simmental	3/19/18	6/26/18	99	B	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
548	6	1	68	8166F	Simmental	3/19/18	6/26/18	74	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
549	6	1	69	8062F	Simmental	3/2/18	6/26/18	116	H	R	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
550	6	1	70	8130F	Simmental	3/9/18	6/26/18	109	B	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
551	6	1	71	8205F	Simmental	3/30/18	6/26/18	63	B	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out
552	6	1	72	8115F	Simmental	3/8/18	6/26/18	110	H	R	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
553	6	1	73	8114F	Simmental	3/8/18	6/26/18	110	H	R	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
554	6	1	74	8197F	Simmental	3/28/18	6/26/18	65	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G3	sample_control	seq_4	Out
555	6	1	75	8093F	Simmental	3/5/18	6/26/18	113	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Keep
556	6	1	76	8073F	Simmental	3/3/18	6/26/18	115	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
557	6	1	77	8022F	Simmental	2/20/18	6/26/18	101	B	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	Before	Before	G1	sample_control	seq_4	Out
558	6	1	78	8198F	Angus	3/28/18	6/26/18	90	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	Before	Before	G3	sample_control	seq_4	Out
559	6	1	79	8033F	Simmental	2/26/18	6/26/18	120	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	Before	Before	G1	sample_control	seq_4	Out
560	6	1	80	8051F	Simmental	3/1/18	6/26/18	92	B	B	2	Group 2 Commercial	COMMERCIAL	5/16/18	calf pinkeye vaccination	2	Group 2 Commercial	COMMERCIAL	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
561	6	1	81	8009F	Simmental	2/16/18	6/26/18	130	B	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	M_bovoculi	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
562	6	1	82	8032F	Simmental	2/26/18	6/26/18	120	H	B	3	Group 3 Autogenous	AUTOGENOUS	5/16/18	calf pinkeye vaccination	3	Group 3 Autogenous	AUTOGENOUS	6/6/18	calf pinkeye booster	3	6_26_18	NONE	2_3_period	NONE	NONE	G1	sample_control	seq_4	Out
563	6	1	83	8152F	Angus	3/13/18	6/26/18	80	H	B	1	Group 1 Placebo	PLACEBO	5/16/18	calf pinkeye vaccination	1	Group 1 Placebo	PLACEBO	6/6/18	calf pinkeye booster	3	6_26_18	M_bovis_R	2_3_period	NONE	NONE	G2	sample_control	seq_4	Out
